Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
80,83329260,6,7,326,11595,308,0,54.33333333,124.3055376,7240,0,1656.428571,2698.609263,143.0589927,0.156007626,6944105.0,24000000.0,83300000,1,83300000,16700000.0,37200000.0,83300000,1,83300000,13900000.0,34000000.0,83300000,85,0,0,0,0,164,232,0.07200352,0.084004106,0,7240,851.9285714,2015.999407,4064253.61,1,0,0,0,0,0,0,0,1,917.4615385,54.33333333,1656.428571,164,0,0,0,0,0,0,6,326,7,11595,0,235,3,20,12002.0,0.0,12002,12002,83300000.0,0.0,83300000,83300000
80,176789,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,65801.6053,45.25168421,25255.57143,66307.95458,175627,7,794,397.0,478.0041841,735,59,176733,44183.25,87630.026,175627,7,0,0,0,0,72,112,16.96938158,28.28230263,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
53778,76,3,1,31,0,31,0,10.33333333,17.89785834,0,0,0.0,0.0,407894.7368,52631.57895,25.33333333,30.43572462,60,3,16,8.0,7.071067812,13,3,0,0.0,0.0,0,0,0,0,0,0,60,20,39473.68421,13157.89474,0,31,6.2,13.86362146,192.2,0,0,0,0,1,0,0,0,0,7.75,10.33333333,0.0,60,0,0,0,0,0,0,3,31,1,0,980,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1461,21,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,380952.381,95238.09524,21.0,0.0,21,21,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,47619.04762,47619.04762,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0
80,223474,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,134.2438046,22.37396744,55868.5,110338.8641,221375,275,223474,55868.5,110338.8641,221375,275,0,0.0,0.0,0,0,0,0,0,0,100,0,22.37396744,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0
443,5622231,9,6,367,3710,210,0,40.77777778,75.80530618,1448,0,618.3333333,674.5504182,725.1569706,2.667980024,401587.9286,1457154.012,5464023,2,5622231,702778.875,1924002.51,5464023,48,83016,16603.2,21869.80088,47665,192,0,0,0,0,296,200,1.600788015,1.06719201,0,1448,254.8125,489.2970766,239411.6292,0,0,0,1,0,0,0,0,0,271.8,40.77777778,618.3333333,296,0,0,0,0,0,0,9,367,6,3710,29200,118,3,32,158160.0,0.0,158160,158160,5464023.0,0.0,5464023,5464023
21,257,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,54474.70817,11673.15175,128.5,61.51828996,172,85,257,257.0,0.0,257,257,0,0.0,0.0,0,0,1,0,0,0,64,20,7782.101167,3891.050584,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0
21,9032628,9,15,106,188,24,0,11.77777778,9.510228412,34,0,12.53333333,14.54975045,32.5486669,2.657034033,392722.9565,1026406.272,3512680,3,5930108,741263.5,1386427.417,3554769,3,9032520,645180.0,1267862.668,3512680,3,0,0,0,0,296,488,0.996387762,1.66064627,0,34,11.76,12.64014768,159.7733333,0,0,0,1,0,0,0,0,1,12.25,11.77777778,12.53333333,296,0,0,0,0,0,0,9,106,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0
80,469651,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2201.078258,24756.68102,19.16316584,58706.375,157151.0638,447194,73,21991,10995.5,15127.13537,21692,299,469501,93900.2,197723.4306,447194,73,0,0,0,0,72,132,6.387721947,12.77544389,0,5840,1162.7,1918.795458,3681776.011,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
1097,63,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,95238.09524,31746.03175,63.0,0.0,63,63,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,15873.01587,15873.01587,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0
53,202,2,2,104,360,52,52,52.0,0.0,180,180,180.0,0.0,2297029.703,19801.9802,67.33333333,110.5637071,195,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,9900.990099,9900.990099,52,180,103.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,129.0,52.0,180.0,40,0,0,0,0,0,0,2,104,2,360,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
53,228,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,701754.386,17543.85965,76.0,46.7653718,130,49,49,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0,0,0,64,52,8771.929825,8771.929825,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
443,8913947,10,8,1501,5413,1134,0,150.1,352.5735384285,1460,0,676.625,646.6312567011,775.6384461339,2.0193074964,524349.823529412,2080088.52471584,8595746,2,8913947,990438.555555556,2852161.64280893,8595746,125,245345,35049.2857142857,52272.9294686848,140005,48,0,0,0,0,212,172,1.121837498,0.8974699984,0,1460,363.8947368421,548.6144056456,300977.766081871,0,0,0,1,0,0,0,0,0,384.1111111111,150.1,676.625,212,0,0,0,0,0,0,10,1501,8,5413,8192,119,9,20,0.0,0.0,0,0,0.0,0.0,0,0
80,100349683,6,6,380,11595,362,0,63.33333333,146.3457094,7240,0,1932.5,2848.073577,119.3327138,0.119581843,9122698.455,30200000.0,100000000,71,100000000,20100000.0,44800000.0,100000000,192,100000000,20100000.0,44800000.0,100000000,71,0,0,0,0,164,200,0.059790921,0.059790921,0,7240,921.6153846,2082.751927,4337855.59,1,0,0,0,0,0,0,0,1,998.4166667,63.33333333,1932.5,164,0,0,0,0,0,0,6,380,6,11595,0,235,3,20,11992.0,0.0,11992,11992,100000000.0,0.0,100000000,100000000
22,11943330,22,33,2008,2745,640,0,91.27272727,138.1821372,976,0,83.18181818,217.2857356,397.9627122,4.605080828,221172.7778,607350.1502,2408265,3,9933117,473005.5714,855508.2028,2458928,242,11900000,373225.125,756560.3424,2408265,3,0,0,0,0,712,1064,1.842032331,2.763048497,0,976,84.875,186.8396554,34909.05682,0,0,0,1,0,0,0,0,1,86.41818182,91.27272727,83.18181818,712,0,0,0,0,0,0,22,2008,33,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0
80,99914112,7,6,364,11595,364,0,52.0,137.5790682,4344,0,1932.5,1754.831473,119.6928018,0.13011175,8326176.0,28800000.0,99800000,1,99900000,16600000.0,40800000.0,99800000,1,76777,15355.4,27543.17329,63615,15,0,0,0,0,232,200,0.070060173,0.060051577,0,4344,854.2142857,1460.280594,2132419.412,0,0,0,0,1,0,0,0,0,919.9230769,52.0,1932.5,232,0,0,0,0,0,0,7,364,6,11595,251,235,1,32,5.0,0.0,5,5,99800000.0,0.0,99800000,99800000
80,85619077,8,6,389,11595,377,0,48.625,132.7112198,5792,0,1932.5,2181.008184,139.9688063,0.163514961,6586082.846,23700000.0,85500000,1,85500000,12200000.0,32300000.0,85500000,1,144346,28869.2,56445.04214,129191,46,0,0,0,0,240,200,0.09343712,0.07007784,0,5792,798.9333333,1620.385865,2625650.352,0,0,0,0,1,0,0,0,0,856.0,48.625,1932.5,240,0,0,0,0,0,0,8,389,6,11595,274,235,3,20,5987.0,0.0,5987,5987,85500000.0,0.0,85500000,85500000
22,128,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,15625.0,128.0,0.0,128,128,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,7812.5,7812.5,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0
80,101252738,10,6,752,11595,370,0,75.2,155.3925495,5792,0,1932.5,2181.008184,121.9423814,0.158020418,6750182.533,25800000.0,99900000,0,101000000,11200000.0,33200000.0,99900000,0,365425,73085.0,104536.5663,225905,45,0,0,0,0,312,200,0.098762761,0.059257657,0,5792,726.2941176,1530.882906,2343602.471,0,0,0,0,1,0,0,0,0,771.6875,75.2,1932.5,312,0,0,0,0,0,0,10,752,6,11595,274,235,4,20,1007.0,0.0,1007,1007,99900000.0,0.0,99900000,99900000
80,99544674,11,6,658,11595,329,0,59.81818182,133.0870529,5792,0,1932.5,2181.008184,123.0904629,0.170777595,6221542.125,24500000.0,98200000,1,99400000,9940918.8,31000000.0,98200000,1,359198,71839.6,103116.5948,223772,45,0,0,0,0,368,200,0.11050315,0.060274445,0,5792,680.7222222,1496.405765,2239230.212,0,0,0,0,1,0,0,0,0,720.7647059,59.81818182,1932.5,368,0,0,0,0,0,0,11,658,6,11595,251,235,2,32,992.0,0.0,992,992,98200000.0,0.0,98200000,98200000
21,9022303,9,15,105,188,24,0,11.66666667,9.38083152,34,0,12.53333333,14.54975045,32.4750787,2.660074706,392274.0435,1019675.06,3231375,3,6110970,763871.25,1416693.754,3275416,4,9022260,644447.1429,1258791.269,3231375,3,0,0,0,0,296,488,0.997528015,1.662546691,0,34,11.72,12.60793401,158.96,0,0,0,1,0,0,0,0,1,12.20833333,11.66666667,12.53333333,296,0,0,0,0,0,0,9,105,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0
1111,42,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,190476.1905,47619.04762,42.0,0.0,42,42,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,23809.52381,23809.52381,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0
80,143510,3,6,330,11595,330,0,110.0,190.5255888,5792,0,1932.5,2181.008184,83095.25469,62.71339976,17938.75,45918.75325,131128,7,12003,6001.5,8477.5032,11996,7,143324,28664.8,57506.50765,131128,45,0,0,0,0,104,200,20.90446659,41.80893318,0,5792,1192.5,1887.963585,3564406.5,0,0,0,1,0,0,0,0,2,1325.0,110.0,1932.5,104,0,0,0,0,0,0,3,330,6,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0
80,239877,3,5,26,11601,20,0,8.666666667,10.26320288,8760,0,2320.2,3668.897,48470.67455,33.35042543,34268.14286,88540.14701,235039,46,4525,2262.5,1730.290294,3486,1039,239831,59957.75,116740.0224,235039,48,0,0,0,0,72,112,12.50640953,20.84401589,0,8760,1291.888889,2866.607422,8217438.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
80,1076141,3,5,26,11601,20,0,8.666666667,10.26320288,7300,0,2320.2,3022.508098,10804.34627,7.433970084,153734.4286,401741.2935,1064756,74,10742,5371.0,7491.08924,10668,74,1075998,268999.5,530526.9476,1064756,197,0,0,0,0,72,112,2.787738781,4.646231302,0,7300,1291.888889,2460.652985,6054813.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
83,81,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,74074.07407,24691.35802,81.0,0.0,81,81,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,12345.67901,12345.67901,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0
21,9578482,9,15,107,188,25,0,11.88888889,9.739666889,34,0,12.53333333,14.54975045,30.79819955,2.505616234,416455.7391,1084092.371,3436756,0,6549987,818748.375,1517787.091,3479442,3,9578448,684174.8571,1338526.137,3436756,3,0,0,0,0,296,488,0.939606088,1.566010146,0,34,11.8,12.6984251,161.25,0,0,0,1,0,0,0,0,1,12.29166667,11.88888889,12.53333333,296,0,0,0,0,0,0,9,107,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0
53,141468,2,2,58,254,29,29,29.0,0.0,127,127,127.0,0.0,2205.445755,28.27494557,47156.0,81673.12379,141464,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,80,14.13747279,14.13747279,29,127,68.2,53.67681064,2881.2,0,0,0,0,0,0,0,0,1,85.25,29.0,127.0,64,0,0,0,0,0,0,2,58,2,254,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
80,8986,4,1,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2670.821278,556.4210995,2246.5,3284.523761,7002,3,8986,2995.333333,3608.06795,7002,3,0,0.0,0.0,0,0,0,0,0,0,80,32,445.1368796,111.2842199,0,6,5.0,2.449489743,6.0,1,0,0,0,0,0,0,0,0,6.0,6.0,0.0,80,0,0,0,0,0,0,4,24,1,0,0,235,3,20,0.0,0.0,0,0,0.0,0.0,0,0
80,116645225,7,7,382,11595,364,0,54.57142857,136.4781511,4344,0,1656.428571,1760.597234,102.6788709,0.120022058,8972709.615,27900000.0,100000000,48,117000000,19400000.0,40200000.0,100000000,1970,117000000,19400000.0,47600000.0,117000000,48,0,0,0,0,204,232,0.060011029,0.060011029,0,4344,798.8666667,1423.384441,2026023.267,1,0,0,0,0,0,0,0,1,855.9285714,54.57142857,1656.428571,204,0,0,0,0,0,0,7,382,7,11595,0,235,3,20,11987.0,0.0,11987,11987,58300000.0,59700000.0,100000000,16000000
22,11748586,19,31,2008,2745,640,0,105.6842105,143.7671932,976,0,88.5483871,223.315,404.5593231,4.255831297,239767.0612,629942.3592,2480325,4,9856656,547592.0,909640.8244,2530799,333,11700000,391616.3,771614.2811,2480325,4,0,0,0,0,616,1000,1.617215893,2.638615404,0,976,93.19607843,193.9302988,37608.96078,0,0,0,1,0,0,0,0,1,95.06,105.6842105,88.5483871,616,0,0,0,0,0,0,19,2008,31,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0
21,8748486,9,15,104,188,23,0,11.55555556,9.355628134,34,0,12.53333333,14.54975045,33.37720378,2.743331818,380368.9565,968813.4186,3244008,3,6391606,798950.75,1416782.0,3287393,47,8748382,624884.4286,1193268.781,3244008,3,0,0,0,0,296,488,1.028749432,1.714582386,0,34,11.68,12.60198397,158.81,0,0,0,1,0,0,0,0,1,12.16666667,11.55555556,12.53333333,296,0,0,0,0,0,0,9,104,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0
80,651994,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,36.81015469,6.135025782,217331.3333,375566.6737,650998,5,651994,217331.3333,375566.6737,650998,5,0,0.0,0.0,0,0,0,0,0,0,80,0,6.135025782,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0
80,830453,3,5,26,11601,20,0,8.666666667,10.26320288,7300,0,2320.2,3022.508098,14000.79234,9.633296526,118636.1429,311323.0579,824638,68,5369,2684.5,3531.998372,5182,187,830377,207594.25,411369.7251,824638,187,0,0,0,0,72,112,3.612486197,6.020810329,0,7300,1291.888889,2460.652985,6054813.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
21,8906144,9,15,103,188,23,0,11.44444444,9.08448005,34,0,12.53333333,14.54975045,32.67407309,2.694768915,387223.6522,1012867.185,3363541,3,6415982,801997.75,1487291.355,3411613,274,8906022,636144.4286,1251249.082,3363541,3,0,0,0,0,296,488,1.010538343,1.684230572,0,34,11.64,12.53621421,157.1566667,0,0,0,1,0,0,0,0,1,12.125,11.44444444,12.53333333,296,0,0,0,0,0,0,9,103,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0
80,98789846,6,7,373,11595,355,0,62.16666667,143.4885594,4344,0,1656.428571,1947.638216,121.1460538,0.131592472,8232487.167,28500000.0,98600000,51,98700000,19700000.0,44100000.0,98600000,994,98800000,16500000.0,40300000.0,98600000,65,0,0,0,0,164,232,0.060734987,0.070857485,0,4344,855.2857143,1565.273013,2450079.604,1,0,0,0,0,0,0,0,1,921.0769231,62.16666667,1656.428571,164,0,0,0,0,0,0,6,373,7,11595,0,235,3,20,14049.0,0.0,14049,14049,98600000.0,0.0,98600000,98600000
53,23626,2,2,82,226,41,41,41.0,0.0,113,113,113.0,0.0,13036.48523,169.305003,7875.333333,13596.32716,23575,4,47,47.0,0.0,47,47,4,4.0,0.0,4,4,0,0,0,0,64,40,84.65250148,84.65250148,41,113,69.8,39.43602414,1555.2,0,0,0,0,0,0,0,0,1,87.25,41.0,113.0,64,0,0,0,0,0,0,2,82,2,226,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
22,11619402,21,32,2024,2745,640,0,96.38095238,140.1821944,976,0,85.78125,220.240592,410.4342031,4.561336289,223450.0385,601360.4963,2239382,3,9929969,496498.45,874265.6555,2301408,337,11600000,374815.6129,745818.1343,2239382,3,0,0,0,0,680,1032,1.807321926,2.754014363,0,976,88.31481481,189.6409541,35963.69147,0,0,0,1,0,0,0,0,1,89.98113208,96.38095238,85.78125,680,0,0,0,0,0,0,21,2024,32,2745,29200,257,16,32,0.0,0.0,0,0,0.0,0.0,0,0
80,1069330,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,10878.77456,6.546155069,178221.6667,436152.9275,1068515,13,672,336.0,404.4650788,622,50,1069281,356427.0,616686.4087,1068515,13,0,0,0,0,72,92,2.80549503,3.740660039,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
80,99538663,6,5,332,11595,332,0,55.33333333,135.5384324,7240,0,2319.0,3331.638186,119.8227869,0.110509823,9953866.3,31400000.0,99400000,1,99400000,19900000.0,44400000.0,99400000,1,147359,36839.75,66393.75086,136134,85,0,0,0,0,200,168,0.060278085,0.050231738,0,7240,993.9166667,2326.601832,5413076.083,0,0,0,0,1,0,0,0,0,1084.272727,55.33333333,2319.0,200,0,0,0,0,0,0,6,332,5,11595,274,235,1,32,4.0,0.0,4,4,99400000.0,0.0,99400000,99400000
8701,25,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,320000.0,80000.0,25.0,0.0,25,25,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,40000.0,40000.0,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0
80,4293127,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,5.590330778,0.931721796,1431042.333,2477994.573,4292384,328,4293127,1431042.333,2477994.573,4292384,328,0,0.0,0.0,0,0,0,0,0,0,80,0,0.931721796,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0
1110,49,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,163265.3061,40816.32653,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,20408.16327,20408.16327,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0
1009,91,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,87912.08791,21978.02198,91.0,0.0,91,91,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,10989.01099,10989.01099,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0
80,9596832,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.12603159,0.521005265,2399208.0,4797588.019,9595590,1,9596832,2399208.0,4797588.019,9595590,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.521005265,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1242.0,0.0,1242,1242,9595590.0,0.0,9595590,9595590
443,115070945,34,47,15376,30174,3485,0,452.2352941176,864.3695568666,2896,0,642.0,853.1263987088,395.8427559624,0.7039135726,1438386.8125,3338672.63919639,10227098,1,115048061,3486304.87878788,4501870.75205829,10240019,47,115047915,2501041.63043478,4119515.48437769,10249999,1,0,0,0,0,1096,1512,0.2954698947,0.4084436779,0,3485,555.487804878,854.6040053863,730348.006022283,0,0,0,1,0,0,0,0,1,562.3456790123,452.2352941176,642.0,1096,0,0,0,0,0,0,34,15376,47,30174,29200,2206,10,32,820945.909090909,1278420.38217516,3250134,22845,9637968.72727273,1040939.66673349,10227098,7612069
53,35070,1,1,47,79,47,47,47.0,0.0,79,79,79.0,0.0,3592.814371,57.02879954,35070.0,0.0,35070,35070,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,28.51439977,28.51439977,47,79,57.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1,86.5,47.0,79.0,20,0,0,0,0,0,0,1,47,1,79,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
80,98202706,8,6,359,11595,359,0,44.875,126.9256672,5792,0,1932.5,2181.008184,121.7278066,0.142562263,7554054.308,27200000.0,98200000,0,98200000,14000000.0,37100000.0,98200000,0,22465,4493.0,6058.308386,12052,47,0,0,0,0,264,200,0.08146415,0.061098113,0,5792,796.9333333,1621.147322,2628118.638,0,0,0,0,1,0,0,0,0,853.8571429,44.875,1932.5,264,0,0,0,0,0,0,8,359,6,11595,251,235,1,32,983.0,0.0,983,983,98200000.0,0.0,98200000,98200000
2033,62,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,129032.2581,32258.06452,62.0,0.0,62,62,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,16129.03226,16129.03226,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0
53,58785,1,1,62,78,62,62,62.0,0.0,78,78,78.0,0.0,2381.559922,34.0222846,58785.0,0.0,58785,58785,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,44,32,17.0111423,17.0111423,62,78,67.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,101.0,62.0,78.0,44,0,0,0,0,0,0,1,62,1,78,-1,-1,0,44,0.0,0.0,0,0,0.0,0.0,0,0
53,100338,2,2,68,380,34,34,34.0,0.0,190,190,190.0,0.0,4464.908609,39.86525544,33446.0,57924.10913,100331,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,40,19.93262772,19.93262772,34,190,96.4,85.44471897,7300.8,0,0,0,0,0,0,0,0,1,120.5,34.0,190.0,64,0,0,0,0,0,0,2,68,2,380,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
22,11865754,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,400.5645153,4.466635664,228187.5769,614400.2872,2252210,3,10000000,501451.7,883303.0096,2312063,439,11900000,382761.3226,762022.8311,2252210,3,0,0,0,0,680,1032,1.769799037,2.696836627,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,680,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0
80,26554,3,5,26,11601,20,0,8.666666667,10.26320288,8760,0,2320.2,3668.897,437862.4689,301.2728779,3793.428571,9257.212915,24777,1,25061,12530.5,17719.38883,25060,1,26271,6567.75,12294.1083,25002,184,0,0,0,0,72,112,112.9773292,188.2955487,0,8760,1291.888889,2866.607422,8217438.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
3826,43,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,186046.5116,46511.62791,43.0,0.0,43,43,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,23255.81395,23255.81395,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0
